Idade,Gênero,IMC,Filhos,Fumante,Região,Fumante_Numero,Encargos,Categoria_IMC,outlier_mask_Idade,outlier_mask_IMC,outlier_mask_Filhos,outlier_mask_Fumante_Numero,outlier_mask_Encargos
48.0,masculino,26.13,3.0,não,sudoeste,0.0,5370.06,Sobrepeso,0,0,0,0,0
40.0,feminino,32.99,0.0,não,sudoeste,0.0,4063.27,Obeso,0,0,0,0,0
69.0,feminino,24.4,2.0,não,sudoeste,0.0,6007.03,Peso normal,0,0,0,0,0
31.0,feminino,33.15,1.0,sim,nordeste,1.0,4547.36,Obeso,0,0,0,0,0
26.0,masculino,29.97,1.0,sim,nordeste,1.0,4012.51,Obeso,0,0,0,0,0
70.0,masculino,25.95,3.0,não,sudeste,0.0,6562.51,Sobrepeso,0,0,0,0,0
57.0,masculino,18.4,0.0,sim,sudoeste,1.0,5039.2,Abaixo do peso,0,0,0,0,0
24.0,masculino,24.1,,sim,nordeste,1.0,3408.58,Peso normal,0,0,0,0,0
71.0,masculino,,1.0,sim,noroeste,1.0,6370.5,Valor Inválido,0,0,0,0,0
22.0,feminino,32.05,1.0,não,sudeste,0.0,3263.06,Obeso,0,0,0,0,0
61.0,feminino,25.65,0.0,sim,sudeste,1.0,5468.15,Sobrepeso,0,0,0,0,0
57.0,masculino,27.37,3.0,não,nordeste,0.0,5742.13,Sobrepeso,0,0,0,0,0
62.0,masculino,33.28,0.0,sim,nordeste,1.0,5997.58,Obeso,0,0,0,0,0
30.0,masculino,26.98,2.0,sim,sudeste,1.0,4752.35,Sobrepeso,0,0,0,0,0
23.0,feminino,25.38,2.0,sim,nordeste,1.0,4011.01,Sobrepeso,0,0,0,0,0
63.0,masculino,,2.0,não,noroeste,0.0,5731.62,Valor Inválido,0,0,0,0,0
74.0,feminino,21.1,1.0,não,sudeste,0.0,6197.14,Peso normal,0,0,0,0,0
25.0,feminino,22.89,,não,sudeste,0.0,2483.77,Peso normal,0,0,0,0,0
58.0,feminino,18.92,3.0,,sudoeste,,5799.27,Peso normal,0,0,0,0,0
78.0,masculino,26.83,0.0,não,sudoeste,0.0,6276.31,Sobrepeso,0,0,0,0,0
,feminino,29.53,0.0,sim,sudeste,1.0,2234.88,Sobrepeso,0,0,0,0,0
45.0,feminino,34.09,,não,nordeste,0.0,4506.36,Obeso,0,0,0,0,0
27.0,feminino,32.11,2.0,não,,0.0,4217.37,Obeso,0,0,0,0,0
73.0,masculino,31.36,0.0,,nordeste,,6188.92,Obeso,0,0,0,0,0
27.0,masculino,29.65,3.0,sim,nordeste,1.0,5202.7,Sobrepeso,0,0,0,0,0
23.0,feminino,,3.0,não,sudeste,0.0,4160.27,Valor Inválido,0,0,0,0,0
,feminino,30.16,3.0,não,sudoeste,0.0,2383.51,Obeso,0,0,0,0,0
30.0,feminino,25.21,0.0,,sudeste,,2832.49,Sobrepeso,0,0,0,0,0
19.0,,26.32,3.0,não,noroeste,0.0,3406.08,Sobrepeso,0,0,0,0,0
,masculino,26.4,,sim,sudoeste,1.0,2129.0,Sobrepeso,0,0,0,0,0
,feminino,,,sim,nordeste,1.0,1988.38,Valor Inválido,0,0,0,0,0
28.0,feminino,,3.0,não,,0.0,4670.12,Valor Inválido,0,0,0,0,0
63.0,masculino,31.39,0.0,não,sudoeste,0.0,5719.11,Obeso,0,0,0,0,0
58.0,masculino,20.22,2.0,sim,sudeste,1.0,6353.89,Peso normal,0,0,0,0,0
52.0,feminino,22.1,3.0,sim,sudoeste,1.0,6054.81,Peso normal,0,0,0,0,0
73.0,masculino,23.02,0.0,não,sudoeste,0.0,5498.78,Peso normal,0,0,0,0,0
56.0,masculino,34.31,1.0,sim,nordeste,1.0,6211.59,Obeso,0,0,0,0,0
37.0,feminino,24.7,1.0,sim,sudoeste,1.0,4315.49,Peso normal,0,0,0,0,0
63.0,masculino,29.62,3.0,não,sudoeste,0.0,6642.79,Sobrepeso,0,0,0,0,0
30.0,masculino,,0.0,,nordeste,,3285.16,Valor Inválido,0,0,0,0,0
75.0,masculino,30.52,3.0,sim,nordeste,1.0,7532.66,Obeso,0,0,0,0,0
43.0,masculino,30.74,0.0,sim,sudeste,1.0,4702.28,Obeso,0,0,0,0,0
53.0,masculino,28.65,3.0,,nordeste,,5640.44,Sobrepeso,0,0,0,0,0
70.0,masculino,19.29,1.0,sim,noroeste,1.0,6122.1,Peso normal,0,0,0,0,0
51.0,feminino,,,sim,noroeste,1.0,4476.58,Valor Inválido,0,0,0,0,0
39.0,masculino,29.87,1.0,sim,noroeste,1.0,4279.84,Sobrepeso,0,0,0,0,0
47.0,feminino,27.32,0.0,não,sudeste,0.0,3973.99,Sobrepeso,0,0,0,0,0
33.0,feminino,30.87,,não,sudoeste,0.0,3471.61,Obeso,0,0,0,0,0
78.0,masculino,32.95,1.0,sim,sudoeste,1.0,6689.74,Obeso,0,0,0,0,0
70.0,masculino,32.41,1.0,não,noroeste,0.0,5768.29,Obeso,0,0,0,0,0
18.0,feminino,30.9,0.0,sim,nordeste,1.0,3041.69,Obeso,0,0,0,0,0
43.0,masculino,18.86,0.0,sim,sudoeste,1.0,4616.81,Peso normal,0,0,0,0,0
78.0,masculino,29.72,0.0,não,sudoeste,0.0,5835.36,Sobrepeso,0,0,0,0,0
,feminino,25.36,0.0,não,sudeste,0.0,1351.62,Sobrepeso,0,0,0,0,0
76.0,,26.61,0.0,não,sudeste,0.0,6027.91,Sobrepeso,0,0,0,0,0
62.0,masculino,33.63,2.0,não,nordeste,0.0,6219.42,Obeso,0,0,0,0,0
,feminino,30.18,0.0,sim,noroeste,1.0,2283.84,Obeso,0,0,0,0,0
66.0,feminino,,,não,sudeste,0.0,5349.34,Valor Inválido,0,0,0,0,0
46.0,feminino,19.23,1.0,não,sudoeste,0.0,4109.13,Peso normal,0,0,0,0,0
67.0,feminino,33.94,0.0,não,,0.0,5330.05,Obeso,0,0,0,0,0
37.0,masculino,23.3,2.0,não,,0.0,4152.42,Peso normal,0,0,0,0,0
37.0,masculino,31.51,3.0,sim,sudoeste,1.0,5647.95,Obeso,0,0,0,0,0
65.0,feminino,32.31,,sim,,1.0,5956.01,Obeso,0,0,0,0,0
66.0,feminino,24.57,1.0,sim,noroeste,1.0,5847.77,Peso normal,0,0,0,0,0
73.0,feminino,,3.0,não,nordeste,0.0,6946.79,Valor Inválido,0,0,0,0,0
23.0,masculino,23.67,0.0,sim,,1.0,3252.91,Peso normal,0,0,0,0,0
34.0,feminino,33.63,1.0,sim,nordeste,1.0,4156.35,Obeso,0,0,0,0,0
22.0,feminino,29.55,1.0,sim,sudeste,1.0,3337.27,Sobrepeso,0,0,0,0,0
53.0,feminino,19.12,,sim,sudoeste,1.0,5044.23,Peso normal,0,0,0,0,0
29.0,,,3.0,,noroeste,,4410.57,Valor Inválido,0,0,0,0,0
75.0,,33.41,,sim,sudoeste,1.0,6320.18,Obeso,0,0,0,0,0
59.0,masculino,25.21,3.0,não,noroeste,0.0,5817.42,Sobrepeso,0,0,0,0,0
25.0,masculino,28.47,0.0,sim,,1.0,3639.65,Sobrepeso,0,0,0,0,0
60.0,feminino,33.51,0.0,sim,noroeste,1.0,5806.72,Obeso,0,0,0,0,0
20.0,feminino,22.61,1.0,não,nordeste,0.0,3115.62,Peso normal,0,0,0,0,0
27.0,masculino,26.91,2.0,sim,sudeste,1.0,4420.49,Sobrepeso,0,0,0,0,0
77.0,masculino,26.07,2.0,não,,0.0,6888.92,Sobrepeso,0,0,0,0,0
77.0,feminino,26.79,0.0,,sudoeste,,6003.74,Sobrepeso,0,0,0,0,0
69.0,,26.35,1.0,sim,noroeste,1.0,6202.21,Sobrepeso,0,0,0,0,0
74.0,masculino,27.07,1.0,sim,sudoeste,1.0,7139.77,Sobrepeso,0,0,0,0,0
58.0,feminino,,2.0,não,noroeste,0.0,5401.99,Valor Inválido,0,0,0,0,0
34.0,feminino,34.96,2.0,sim,noroeste,1.0,4626.55,Obeso,0,0,0,0,0
75.0,masculino,31.41,1.0,não,nordeste,0.0,6159.26,Obeso,0,0,0,0,0
61.0,feminino,30.26,2.0,sim,sudoeste,1.0,6713.69,Obeso,0,0,0,0,0
43.0,masculino,24.98,1.0,não,nordeste,0.0,4299.93,Sobrepeso,0,0,0,0,0
,masculino,21.99,2.0,não,sudoeste,0.0,1758.6,Peso normal,0,0,0,0,0
40.0,masculino,29.48,,sim,sudeste,1.0,4732.9,Sobrepeso,0,0,0,0,0
46.0,masculino,30.18,2.0,,,,4706.7,Obeso,0,0,0,0,0
43.0,feminino,18.04,2.0,sim,nordeste,1.0,5171.9,Abaixo do peso,0,0,0,0,0
68.0,feminino,28.45,2.0,sim,noroeste,1.0,6698.35,Sobrepeso,0,0,0,0,0
43.0,feminino,32.53,3.0,não,,0.0,5322.29,Obeso,0,0,0,0,0
21.0,masculino,18.45,2.0,sim,nordeste,1.0,3814.6,Abaixo do peso,0,0,0,0,0
18.0,feminino,28.15,1.0,sim,noroeste,1.0,3174.52,Sobrepeso,0,0,0,0,0
57.0,feminino,21.99,2.0,não,nordeste,0.0,5846.21,Peso normal,0,0,0,0,0
20.0,,23.91,3.0,sim,nordeste,1.0,3783.31,Peso normal,0,0,0,0,0
,feminino,34.03,,sim,,1.0,2449.62,Obeso,0,0,0,0,0
26.0,feminino,31.32,1.0,sim,nordeste,1.0,3785.81,Obeso,0,0,0,0,0
76.0,,28.83,2.0,não,noroeste,0.0,6422.38,Sobrepeso,0,0,0,0,0
56.0,masculino,29.44,,sim,sudeste,1.0,5731.37,Sobrepeso,0,0,0,0,0
32.0,feminino,26.34,0.0,não,sudeste,0.0,2992.21,Sobrepeso,0,0,0,0,0
,feminino,32.24,1.0,sim,noroeste,1.0,2069.61,Obeso,0,0,0,0,0
25.0,feminino,31.96,1.0,não,noroeste,0.0,3339.59,Obeso,0,0,0,0,0
75.0,masculino,30.36,2.0,não,sudoeste,0.0,6890.71,Obeso,0,0,0,0,0
24.0,feminino,29.0,,não,sudeste,0.0,2590.9,Sobrepeso,0,0,0,0,0
38.0,feminino,34.53,3.0,sim,noroeste,1.0,5878.11,Obeso,0,0,0,0,0
76.0,masculino,20.46,0.0,,sudeste,,6014.52,Peso normal,0,0,0,0,0
28.0,feminino,20.56,1.0,,sudeste,,3613.08,Peso normal,0,0,0,0,0
57.0,feminino,32.74,2.0,não,sudoeste,0.0,6175.31,Obeso,0,0,0,0,0
37.0,masculino,18.33,3.0,não,noroeste,0.0,4800.49,Abaixo do peso,0,0,0,0,0
54.0,feminino,32.96,1.0,,nordeste,,5444.01,Obeso,0,0,0,0,0
22.0,feminino,26.99,3.0,sim,sudoeste,1.0,4330.95,Sobrepeso,0,0,0,0,0
39.0,feminino,23.85,3.0,não,,0.0,4730.82,Peso normal,0,0,0,0,0
,masculino,,2.0,sim,noroeste,1.0,2733.62,Valor Inválido,0,0,0,0,0
47.0,feminino,21.39,2.0,não,nordeste,0.0,5172.63,Peso normal,0,0,0,0,0
37.0,masculino,,0.0,,nordeste,,3289.83,Valor Inválido,0,0,0,0,0
46.0,masculino,19.16,2.0,não,nordeste,0.0,4619.04,Peso normal,0,0,0,0,0
24.0,feminino,28.74,3.0,não,,0.0,3808.01,Sobrepeso,0,0,0,0,0
71.0,feminino,30.08,3.0,sim,sudeste,1.0,7099.94,Obeso,0,0,0,0,0
63.0,feminino,18.0,2.0,não,sudoeste,0.0,5846.36,Abaixo do peso,0,0,0,0,0
33.0,feminino,22.62,1.0,não,nordeste,0.0,3299.46,Peso normal,0,0,0,0,0
30.0,masculino,20.95,2.0,não,noroeste,0.0,4016.76,Peso normal,0,0,0,0,0
56.0,feminino,30.72,1.0,não,nordeste,0.0,5425.39,Obeso,0,0,0,0,0
,masculino,24.91,3.0,sim,nordeste,1.0,2982.39,Sobrepeso,0,0,0,0,0
44.0,feminino,27.6,3.0,não,nordeste,0.0,5281.73,Sobrepeso,0,0,0,0,0
24.0,feminino,27.5,1.0,não,nordeste,0.0,2916.8,Sobrepeso,0,0,0,0,0
75.0,masculino,28.94,0.0,não,nordeste,0.0,5513.68,Sobrepeso,0,0,0,0,0
,feminino,27.89,,não,noroeste,0.0,1414.91,Sobrepeso,0,0,0,0,0
24.0,feminino,29.12,,sim,sudeste,1.0,3537.66,Sobrepeso,0,0,0,0,0
55.0,masculino,,2.0,não,,0.0,5880.46,Valor Inválido,0,0,0,0,0
25.0,masculino,18.91,0.0,não,sudoeste,0.0,2456.07,Peso normal,0,0,0,0,0
21.0,masculino,26.78,3.0,não,sudeste,0.0,3773.28,Sobrepeso,0,0,0,0,0
21.0,feminino,34.36,0.0,,sudoeste,,2965.34,Obeso,0,0,0,0,0
,masculino,,3.0,sim,noroeste,1.0,3336.48,Valor Inválido,0,0,0,0,0
55.0,feminino,34.31,0.0,sim,sudoeste,1.0,5507.3,Obeso,0,0,0,0,0
69.0,feminino,,2.0,não,sudeste,0.0,6185.42,Valor Inválido,0,0,0,0,0
28.0,feminino,28.37,,não,nordeste,0.0,3089.47,Sobrepeso,0,0,0,0,0
76.0,masculino,31.09,1.0,não,nordeste,0.0,6182.4,Obeso,0,0,0,0,0
79.0,,31.94,0.0,,,,5840.78,Obeso,0,0,0,0,0
64.0,feminino,29.05,2.0,sim,noroeste,1.0,6579.43,Sobrepeso,0,0,0,0,0
24.0,masculino,27.82,3.0,não,noroeste,0.0,3968.05,Sobrepeso,0,0,0,0,0
33.0,masculino,26.75,1.0,sim,sudeste,1.0,3984.01,Sobrepeso,0,0,0,0,0
18.0,masculino,22.54,0.0,não,sudoeste,0.0,2618.03,Peso normal,0,0,0,0,0
55.0,,34.36,3.0,sim,,1.0,6854.49,Obeso,0,0,0,0,0
20.0,masculino,18.37,0.0,não,noroeste,0.0,2185.9,Abaixo do peso,0,0,0,0,0
29.0,feminino,18.01,2.0,,sudoeste,,3483.44,Abaixo do peso,0,0,0,0,0
71.0,,18.7,1.0,não,nordeste,0.0,5896.82,Peso normal,0,0,0,0,0
61.0,masculino,,3.0,não,noroeste,0.0,5969.38,Valor Inválido,0,0,0,0,0
71.0,masculino,19.08,2.0,sim,sudeste,1.0,6945.23,Peso normal,0,0,0,0,0
67.0,feminino,32.38,0.0,não,noroeste,0.0,5546.08,Obeso,0,0,0,0,0
73.0,masculino,30.54,2.0,sim,noroeste,1.0,6760.81,Obeso,0,0,0,0,0
64.0,masculino,21.37,2.0,sim,sudoeste,1.0,6003.17,Peso normal,0,0,0,0,0
23.0,masculino,34.3,,sim,noroeste,1.0,3829.68,Obeso,0,0,0,0,0
71.0,feminino,22.06,0.0,sim,,1.0,6392.53,Peso normal,0,0,0,0,0
61.0,masculino,22.7,0.0,sim,sudeste,1.0,5600.44,Peso normal,0,0,0,0,0
79.0,masculino,31.23,3.0,sim,noroeste,1.0,7965.83,Obeso,0,0,0,0,0
60.0,feminino,19.69,,não,nordeste,0.0,4606.26,Peso normal,0,0,0,0,0
74.0,masculino,33.56,2.0,sim,nordeste,1.0,7245.77,Obeso,0,0,0,0,0
40.0,feminino,31.43,1.0,sim,nordeste,1.0,4786.81,Obeso,0,0,0,0,0
57.0,masculino,30.84,1.0,sim,sudeste,1.0,5927.84,Obeso,0,0,0,0,0
44.0,feminino,26.52,2.0,não,sudeste,0.0,4445.4,Sobrepeso,0,0,0,0,0
78.0,masculino,27.94,3.0,não,sudoeste,0.0,6872.9,Sobrepeso,0,0,0,0,0
37.0,feminino,31.84,2.0,não,sudeste,0.0,4170.41,Obeso,0,0,0,0,0
40.0,feminino,28.94,,,noroeste,,4183.47,Sobrepeso,0,0,0,0,0
44.0,masculino,31.48,0.0,sim,noroeste,1.0,5054.56,Obeso,0,0,0,0,0
75.0,masculino,23.15,0.0,sim,sudoeste,1.0,6400.24,Peso normal,0,0,0,0,0
62.0,feminino,23.48,3.0,sim,sudoeste,1.0,7115.32,Peso normal,0,0,0,0,0
33.0,,,3.0,sim,nordeste,1.0,4645.56,Valor Inválido,0,0,0,0,0
60.0,,,1.0,sim,sudoeste,1.0,6293.17,Valor Inválido,0,0,0,0,0
26.0,masculino,31.56,0.0,sim,sudeste,1.0,3642.15,Obeso,0,0,0,0,0
39.0,masculino,34.88,0.0,não,sudeste,0.0,3820.01,Obeso,0,0,0,0,0
28.0,feminino,32.85,0.0,não,sudoeste,0.0,3005.07,Obeso,0,0,0,0,0
47.0,feminino,22.04,3.0,sim,sudoeste,1.0,5749.83,Peso normal,0,0,0,0,0
53.0,masculino,,1.0,não,sudoeste,0.0,4505.14,Valor Inválido,0,0,0,0,0
60.0,masculino,30.1,1.0,sim,noroeste,1.0,6023.84,Obeso,0,0,0,0,0
35.0,feminino,29.35,1.0,sim,noroeste,1.0,4682.06,Sobrepeso,0,0,0,0,0
35.0,masculino,18.79,2.0,não,nordeste,0.0,4032.36,Peso normal,0,0,0,0,0
33.0,masculino,31.58,2.0,não,sudeste,0.0,4675.24,Obeso,0,0,0,0,0
,masculino,21.47,3.0,não,noroeste,0.0,2187.88,Peso normal,0,0,0,0,0
40.0,masculino,32.03,3.0,sim,sudeste,1.0,5736.01,Obeso,0,0,0,0,0
32.0,masculino,27.6,1.0,não,sudoeste,0.0,3481.97,Sobrepeso,0,0,0,0,0
70.0,masculino,24.2,0.0,não,sudeste,0.0,5054.9,Peso normal,0,0,0,0,0
,feminino,19.3,3.0,sim,noroeste,1.0,2562.98,Peso normal,0,0,0,0,0
55.0,masculino,33.71,,sim,,1.0,5735.91,Obeso,0,0,0,0,0
20.0,masculino,32.25,,,noroeste,,2843.14,Obeso,0,0,0,0,0
45.0,masculino,25.71,0.0,não,nordeste,0.0,4395.65,Sobrepeso,0,0,0,0,0
31.0,masculino,27.13,0.0,não,noroeste,0.0,3597.27,Sobrepeso,0,0,0,0,0
,masculino,34.28,1.0,sim,,1.0,2871.89,Obeso,0,0,0,0,0
54.0,feminino,21.44,1.0,sim,sudoeste,1.0,5509.08,Peso normal,0,0,0,0,0
25.0,feminino,20.83,3.0,não,,0.0,3443.02,Peso normal,0,0,0,0,0
59.0,feminino,25.94,0.0,sim,nordeste,1.0,5537.63,Sobrepeso,0,0,0,0,0
24.0,masculino,,1.0,não,sudoeste,0.0,2932.49,Valor Inválido,0,0,0,0,0
32.0,feminino,27.58,0.0,,nordeste,,3147.26,Sobrepeso,0,0,0,0,0
28.0,feminino,24.42,3.0,não,sudeste,0.0,4537.47,Peso normal,0,0,0,0,0
,feminino,33.13,,não,,0.0,1594.6,Obeso,0,0,0,0,0
39.0,feminino,19.58,,,sudeste,,3443.76,Peso normal,0,0,0,0,0
56.0,,18.28,0.0,não,noroeste,0.0,4634.2,Abaixo do peso,0,0,0,0,0
41.0,feminino,23.18,1.0,sim,nordeste,1.0,4940.24,Peso normal,0,0,0,0,0
43.0,masculino,34.16,3.0,não,sudeste,0.0,5000.04,Obeso,0,0,0,0,0
74.0,masculino,22.92,3.0,não,noroeste,0.0,6937.84,Peso normal,0,0,0,0,0
,masculino,24.63,3.0,não,noroeste,0.0,2213.97,Peso normal,0,0,0,0,0
55.0,,,1.0,sim,noroeste,1.0,5562.13,Valor Inválido,0,0,0,0,0
29.0,feminino,19.79,3.0,não,noroeste,0.0,4024.96,Peso normal,0,0,0,0,0
30.0,masculino,32.72,1.0,não,sudeste,0.0,3430.5,Obeso,0,0,0,0,0
53.0,,24.95,3.0,sim,sudoeste,1.0,5803.44,Sobrepeso,0,0,0,0,0
37.0,masculino,19.01,1.0,não,sudeste,0.0,4091.76,Peso normal,0,0,0,0,0
,,28.94,0.0,sim,noroeste,1.0,2325.88,Sobrepeso,0,0,0,0,0
76.0,feminino,34.19,2.0,,nordeste,,6509.47,Obeso,0,0,0,0,0
70.0,,18.5,2.0,sim,nordeste,1.0,6299.44,Peso normal,0,0,0,0,0
73.0,feminino,,2.0,sim,sudoeste,1.0,7249.88,Valor Inválido,0,0,0,0,0
63.0,masculino,28.35,1.0,não,sudeste,0.0,5986.2,Sobrepeso,0,0,0,0,0
55.0,feminino,,0.0,sim,sudoeste,1.0,4813.43,Valor Inválido,0,0,0,0,0
58.0,masculino,22.08,2.0,sim,sudoeste,1.0,5842.36,Peso normal,0,0,0,0,0
79.0,feminino,32.58,3.0,sim,noroeste,1.0,7606.13,Obeso,0,0,0,0,0
20.0,masculino,,0.0,sim,nordeste,1.0,3121.32,Valor Inválido,0,0,0,0,0
60.0,feminino,24.0,2.0,sim,nordeste,1.0,6447.92,Peso normal,0,0,0,0,0
52.0,masculino,32.1,,sim,sudoeste,1.0,5168.12,Obeso,0,0,0,0,0
62.0,masculino,,3.0,sim,,1.0,6859.74,Valor Inválido,0,0,0,0,0
32.0,feminino,27.01,0.0,sim,,1.0,4170.83,Sobrepeso,0,0,0,0,0
55.0,,18.87,3.0,não,nordeste,0.0,6037.28,Peso normal,0,0,0,0,0
61.0,masculino,31.92,2.0,não,nordeste,0.0,5671.26,Obeso,0,0,0,0,0
20.0,feminino,23.11,3.0,sim,,1.0,4360.31,Peso normal,0,0,0,0,0
33.0,masculino,34.52,1.0,sim,nordeste,1.0,4512.84,Obeso,0,0,0,0,0
76.0,masculino,31.94,2.0,,sudoeste,,6461.63,Obeso,0,0,0,0,0
63.0,feminino,30.52,3.0,sim,nordeste,1.0,6645.98,Obeso,0,0,0,0,0
46.0,feminino,21.81,3.0,não,nordeste,0.0,4758.94,Peso normal,0,0,0,0,0
39.0,feminino,30.39,0.0,sim,nordeste,1.0,4235.6,Obeso,0,0,0,0,0
27.0,feminino,19.21,3.0,não,sudoeste,0.0,3642.91,Peso normal,0,0,0,0,0
41.0,masculino,26.95,0.0,não,noroeste,0.0,3688.23,Sobrepeso,0,0,0,0,0
73.0,feminino,32.99,3.0,não,noroeste,0.0,6670.74,Obeso,0,0,0,0,0
37.0,feminino,27.68,1.0,,sudeste,,4171.34,Sobrepeso,0,0,0,0,0
60.0,feminino,19.77,1.0,,sudoeste,,4834.28,Peso normal,0,0,0,0,0
,feminino,34.89,3.0,sim,sudeste,1.0,3223.61,Obeso,0,0,0,0,0
55.0,feminino,34.22,1.0,sim,nordeste,1.0,5488.44,Obeso,0,0,0,0,0
40.0,masculino,24.94,1.0,sim,nordeste,1.0,4940.82,Sobrepeso,0,0,0,0,0
58.0,masculino,27.81,3.0,não,sudoeste,0.0,5902.2,Sobrepeso,0,0,0,0,0
30.0,masculino,34.44,2.0,não,nordeste,0.0,4002.4,Obeso,0,0,0,0,0
60.0,masculino,19.85,0.0,sim,sudoeste,1.0,5487.82,Peso normal,0,0,0,0,0
29.0,,27.29,1.0,sim,noroeste,1.0,3651.29,Sobrepeso,0,0,0,0,0
23.0,masculino,,0.0,sim,sudeste,1.0,2873.29,Valor Inválido,0,0,0,0,0
,feminino,27.35,1.0,sim,sudeste,1.0,2408.25,Sobrepeso,0,0,0,0,0
73.0,feminino,21.6,3.0,,nordeste,,7127.26,Peso normal,0,0,0,0,0
77.0,masculino,34.9,1.0,sim,nordeste,1.0,7443.26,Obeso,0,0,0,0,0
54.0,feminino,34.85,1.0,não,,0.0,5310.5,Obeso,0,0,0,0,0
62.0,masculino,32.17,0.0,não,sudeste,0.0,4998.97,Obeso,0,0,0,0,0
30.0,masculino,25.01,0.0,sim,noroeste,1.0,3751.72,Sobrepeso,0,0,0,0,0
,feminino,,1.0,não,sudoeste,0.0,1866.9,Valor Inválido,0,0,0,0,0
21.0,masculino,25.95,2.0,,sudeste,,3010.66,Sobrepeso,0,0,0,0,0
,masculino,18.84,0.0,não,sudeste,0.0,1255.58,Peso normal,0,0,0,0,0
57.0,feminino,21.02,2.0,,nordeste,,4972.85,Peso normal,0,0,0,0,0
75.0,masculino,19.28,2.0,sim,sudoeste,1.0,6911.04,Peso normal,0,0,0,0,0
56.0,masculino,,3.0,,sudeste,,6208.85,Valor Inválido,0,0,0,0,0
77.0,feminino,28.21,2.0,sim,sudeste,1.0,6951.39,Sobrepeso,0,0,0,0,0
31.0,masculino,19.43,3.0,sim,noroeste,1.0,4323.95,Peso normal,0,0,0,0,0
,,20.08,,sim,sudoeste,1.0,2021.7,Peso normal,0,0,0,0,0
38.0,masculino,22.65,1.0,sim,noroeste,1.0,4792.63,Peso normal,0,0,0,0,0
71.0,feminino,,1.0,não,,0.0,5831.13,Valor Inválido,0,0,0,0,0
75.0,masculino,27.53,3.0,não,,0.0,7126.0,Sobrepeso,0,0,0,0,0
38.0,feminino,31.59,0.0,não,noroeste,0.0,3915.1,Obeso,0,0,0,0,0
61.0,masculino,22.91,2.0,sim,sudoeste,1.0,5802.85,Peso normal,0,0,0,0,0
33.0,feminino,30.71,0.0,sim,noroeste,1.0,4177.24,Obeso,0,0,0,0,0
40.0,masculino,22.74,3.0,sim,,1.0,5400.14,Peso normal,0,0,0,0,0
36.0,masculino,25.24,2.0,não,nordeste,0.0,4604.68,Sobrepeso,0,0,0,0,0
59.0,masculino,27.79,0.0,sim,noroeste,1.0,5506.71,Sobrepeso,0,0,0,0,0
27.0,masculino,,1.0,não,sudoeste,0.0,3267.12,Valor Inválido,0,0,0,0,0
22.0,feminino,20.43,2.0,sim,noroeste,1.0,3789.83,Peso normal,0,0,0,0,0
78.0,,,2.0,não,sudeste,0.0,6825.44,Valor Inválido,0,0,0,0,0
68.0,,26.08,3.0,não,sudoeste,0.0,6331.92,Sobrepeso,0,0,0,0,0
55.0,masculino,33.74,3.0,sim,sudeste,1.0,6547.17,Obeso,0,0,0,0,0
53.0,masculino,20.66,,,sudoeste,,4237.05,Peso normal,0,0,0,0,0
65.0,feminino,28.99,1.0,não,nordeste,0.0,6058.22,Sobrepeso,0,0,0,0,0
31.0,feminino,22.15,0.0,não,sudeste,0.0,2992.21,Peso normal,0,0,0,0,0
26.0,feminino,22.97,2.0,não,noroeste,0.0,3952.45,Peso normal,0,0,0,0,0
26.0,,27.68,0.0,não,sudoeste,0.0,2991.72,Sobrepeso,0,0,0,0,0
74.0,feminino,30.6,1.0,não,nordeste,0.0,6753.9,Obeso,0,0,0,0,0
69.0,masculino,,0.0,sim,sudeste,1.0,5559.08,Valor Inválido,0,0,0,0,0
23.0,feminino,18.19,0.0,não,noroeste,0.0,2535.01,Abaixo do peso,0,0,0,0,0
67.0,masculino,,,não,noroeste,0.0,5106.81,Valor Inválido,0,0,0,0,0
28.0,feminino,32.39,2.0,não,nordeste,0.0,3733.48,Obeso,0,0,0,0,0
32.0,masculino,24.49,1.0,não,sudeste,0.0,4015.53,Peso normal,0,0,0,0,0
74.0,masculino,32.44,1.0,sim,nordeste,1.0,6529.63,Obeso,0,0,0,0,0
19.0,masculino,33.59,2.0,não,noroeste,0.0,3374.08,Obeso,0,0,0,0,0
50.0,masculino,19.7,1.0,sim,sudeste,1.0,4625.03,Peso normal,0,0,0,0,0
59.0,feminino,24.57,1.0,não,sudoeste,0.0,5353.44,Peso normal,0,0,0,0,0
36.0,,23.21,0.0,sim,,1.0,3900.99,Peso normal,0,0,0,0,0
38.0,feminino,21.16,2.0,sim,,1.0,4711.05,Peso normal,0,0,0,0,0
22.0,feminino,28.37,,sim,sudoeste,1.0,3555.35,Sobrepeso,0,0,0,0,0
63.0,masculino,18.15,3.0,sim,nordeste,1.0,6803.12,Abaixo do peso,0,0,0,0,0
28.0,masculino,34.34,3.0,sim,,1.0,5009.65,Obeso,0,0,0,0,0
26.0,masculino,34.85,1.0,sim,noroeste,1.0,4175.64,Obeso,0,0,0,0,0
61.0,feminino,21.82,1.0,não,nordeste,0.0,5128.94,Peso normal,0,0,0,0,0
33.0,masculino,24.0,1.0,sim,noroeste,1.0,4273.61,Peso normal,0,0,0,0,0
30.0,feminino,26.44,0.0,não,sudoeste,0.0,3528.37,Sobrepeso,0,0,0,0,0
68.0,feminino,32.22,3.0,não,sudeste,0.0,6738.57,Obeso,0,0,0,0,0
